k,depth,random_state,accuracy_pred,accuracy_test,discrimination_train,discrimination_train_pred,discrimination_test,sum_discrimination_additive_train,sum_discrimination_additive_train_pred,sum_discrimination_additive_test_pred,sum_discrimination_additive_train_abs,sum_discrimination_additive_train_pred_abs,sum_discrimination_additive_test_pred_abs,min_supp,clf.tree_,accuracy_relab_1,discrimination_relab_1,discrimination_relab_abs_1,accuracy_relab_test_1,discrimination_relab_test_1,discrimination_relab_test_abs_1,accuracy_relab_2,discrimination_relab_2,discrimination_relab_abs_2,accuracy_relab_test_2,discrimination_relab_test_2,discrimination_relab_test_abs_2,accuracy_relab_3,discrimination_relab_3,discrimination_relab_abs_3,accuracy_relab_test_3,discrimination_relab_test_3,discrimination_relab_test_abs_3,accuracy_relab_0.0,discrimination_relab_0.0,discrimination_relab_abs_0.0,accuracy_relab_test_0.0,discrimination_relab_test_0.0,discrimination_relab_test_abs_0.0,accuracy_relab_0.1,discrimination_relab_0.1,discrimination_relab_abs_0.1,accuracy_relab_test_0.1,discrimination_relab_test_0.1,discrimination_relab_test_abs_0.1,accuracy_relab_0.2,discrimination_relab_0.2,discrimination_relab_abs_0.2,accuracy_relab_test_0.2,discrimination_relab_test_0.2,discrimination_relab_test_abs_0.2,accuracy_relab_0.3,discrimination_relab_0.3,discrimination_relab_abs_0.3,accuracy_relab_test_0.3,discrimination_relab_test_0.3,discrimination_relab_test_abs_0.3
0,1,1,0.72690763052,0.74193548387,0.08333333333,0.10515873016,-0.06041666667,0.08333333333333331,0.10515873015873023,-0.060416666666666674,0.08333333333333331,0.10515873015873023,0.060416666666666674,2,<sklearn.tree._tree.Tree object at 0x7f8f1911bad0>,0.7149,0.0,0.0,0.6935,0.0,0.0,0.2731,-0.10515873016,0.10515873015873017,0.2581,0.06041666667,0.060416666666666674,0.2731,-0.10515873016,0.10515873015873017,0.2581,0.06041666667,0.060416666666666674,0.7149,0.0,0.0,0.6935,0.0,0.0,0.7149,0.0,0.0,0.6935,0.0,0.0,0.7269,0.10515873016,0.10515873015873023,0.7419,-0.06041666667,0.060416666666666674,0.7269,0.10515873016,0.10515873015873023,0.7419,-0.06041666667,0.060416666666666674
0,2,1,0.81927710843,0.87096774194,0.08333333333,0.1376984127,0.12083333333,0.08333333333333336,0.1376984126984127,0.12083333333333335,0.1373015873015873,0.1376984126984127,0.12083333333333335,2,<sklearn.tree._tree.Tree object at 0x7f8f1911bbb0>,0.7149,0.0,0.0,0.6935,0.0,0.0,0.6225,-0.03253968254,0.032539682539682535,0.5645,-0.18125,0.18125,0.1807,-0.1376984127,0.1376984126984127,0.129,-0.12083333333,0.24166666666666667,0.7149,0.0,0.0,0.6935,0.0,0.0,0.7149,0.0,0.0,0.6935,0.0,0.0,0.8193,0.1376984127,0.1376984126984127,0.871,0.12083333333,0.12083333333333335,0.8193,0.1376984127,0.1376984126984127,0.871,0.12083333333,0.12083333333333335
0,3,1,0.87148594378,0.83870967742,0.08333333333,0.08849206349,0.05208333333,0.08333333333333336,0.08849206349206348,0.052083333333333315,0.1373015873015873,0.11984126984126983,0.11458333333333331,2,<sklearn.tree._tree.Tree object at 0x7f8f1911bc90>,0.7189,-0.01567460317,0.015674603174603174,0.6774,-0.03125,0.03125,0.2771,-0.12083333333,0.12083333333333335,0.2419,0.02916666667,0.09166666666666667,0.1807,-0.1376984127,0.1376984126984127,0.129,-0.12083333333,0.24166666666666667,0.7189,-0.01567460317,0.015674603174603174,0.6774,-0.03125,0.03125,0.8715,0.08849206349,0.11984126984126983,0.8387,0.05208333333,0.11458333333333331,0.8715,0.08849206349,0.11984126984126983,0.8387,0.05208333333,0.11458333333333331,0.8715,0.08849206349,0.11984126984126983,0.8387,0.05208333333,0.11458333333333331
0,4,1,0.90763052209,0.82258064516,0.08333333333,0.07123015873,0.01875,0.08333333333333337,0.07123015873015873,0.01874999999999999,0.18412698412698417,0.16845238095238096,0.08124999999999999,2,<sklearn.tree._tree.Tree object at 0x7f8f1911bc20>,0.8876,0.05555555556,0.18412698412698414,0.8387,0.05208333333,0.11458333333333331,0.7149,-0.06428571429,0.06428571428571428,0.6935,0.00208333333,0.06458333333333333,0.7108,-0.06607142857,0.06607142857142856,0.6774,-0.02916666667,0.09583333333333333,0.7149,-0.06428571429,0.06428571428571428,0.6935,0.00208333333,0.06458333333333333,0.9076,0.07123015873,0.16845238095238096,0.8226,0.01875,0.08124999999999999,0.9076,0.07123015873,0.16845238095238096,0.8226,0.01875,0.08124999999999999,0.9076,0.07123015873,0.16845238095238096,0.8226,0.01875,0.08124999999999999
0,5,1,0.92771084337,0.82258064516,0.08333333333,0.09206349206,0.01666666667,0.08333333333333333,0.09206349206349206,0.016666666666666663,0.20317460317460315,0.18412698412698414,0.14166666666666666,2,<sklearn.tree._tree.Tree object at 0x7f8f1911bde0>,0.9277,0.07817460317,0.19801587301587303,0.8387,0.05,0.175,0.9237,0.06865079365,0.18849206349206354,0.8387,0.05,0.175,0.9197,0.06170634921,0.19543650793650796,0.8387,0.05,0.175,0.7309,-0.0755952381,0.07559523809523809,0.6613,-0.05833333333,0.125,0.9277,0.09206349206,0.18412698412698414,0.8226,0.01666666667,0.14166666666666666,0.9277,0.09206349206,0.18412698412698414,0.8226,0.01666666667,0.14166666666666666,0.9277,0.09206349206,0.18412698412698414,0.8226,0.01666666667,0.14166666666666666
0,6,1,0.95983935743,0.77419354839,0.08333333333,0.11369047619,-0.01458333333,0.08333333333333327,0.11369047619047619,-0.014583333333333337,0.23611111111111108,0.21091269841269844,0.17291666666666666,2,<sklearn.tree._tree.Tree object at 0x7f8f1911be50>,0.9518,0.09206349206,0.1892857142857143,0.7903,0.01666666667,0.14166666666666666,0.9478,0.08253968254,0.1797619047619048,0.7903,0.01666666667,0.14166666666666666,0.9438,0.07301587302,0.17023809523809527,0.7903,0.01666666667,0.14166666666666666,0.7309,-0.0755952381,0.08591269841269841,0.6613,-0.05833333333,0.12916666666666665,0.9518,0.09206349206,0.1892857142857143,0.7903,0.01666666667,0.14166666666666666,0.9598,0.11369047619,0.21091269841269844,0.7742,-0.01458333333,0.17291666666666666,0.9598,0.11369047619,0.21091269841269844,0.7742,-0.01458333333,0.17291666666666666
0,7,1,0.97590361446,0.79032258065,0.08333333333,0.13015873016,0.08125,0.08333333333333325,0.1301587301587301,0.08124999999999999,0.23611111111111108,0.22738095238095238,0.20625,2,<sklearn.tree._tree.Tree object at 0x7f8f1911bf30>,0.9719,0.10932539683,0.24821428571428572,0.7742,0.05,0.2375,0.9679,0.0998015873,0.2386904761904762,0.7742,0.05,0.2375,0.9639,0.09027777778,0.22916666666666669,0.7742,0.05,0.2375,0.7229,-0.10337301587,0.11369047619047622,0.6613,-0.12083333333,0.19166666666666665,0.9679,0.0998015873,0.2386904761904762,0.7742,0.05,0.2375,0.9759,0.13015873016,0.22738095238095238,0.7903,0.08125,0.20625,0.9759,0.13015873016,0.22738095238095238,0.7903,0.08125,0.20625
0,1,6,0.74297188755,0.67741935484,0.07670343933,0.01920830629,0.35,0.07670343932511353,0.019208306294613897,0.35,0.07670343932511353,0.019208306294613897,0.35,2,<sklearn.tree._tree.Tree object at 0x7f8f1911bec0>,0.7108,0.0,0.0,0.7097,0.0,0.0,0.257,-0.01920830629,0.019208306294613897,0.3226,-0.35,0.35,0.257,-0.01920830629,0.019208306294613897,0.3226,-0.35,0.35,0.7108,0.0,0.0,0.7097,0.0,0.0,0.743,0.01920830629,0.019208306294613897,0.6774,0.35,0.35,0.743,0.01920830629,0.019208306294613897,0.6774,0.35,0.35,0.743,0.01920830629,0.019208306294613897,0.6774,0.35,0.35
0,2,6,0.80722891566,0.83870967742,0.07670343933,0.02342634653,0.37857142857,0.07670343932511359,0.02342634652822842,0.37857142857142856,0.07670343932511359,0.02342634652822842,0.37857142857142856,2,<sklearn.tree._tree.Tree object at 0x7f8f191fd290>,0.7108,0.0,0.0,0.7097,0.0,0.0,0.6466,-0.00421804023,0.004218040233614495,0.5484,-0.02857142857,0.028571428571428525,0.1928,-0.02342634653,0.023426346528228392,0.1613,-0.37857142857,0.3785714285714285,0.7108,0.0,0.0,0.7097,0.0,0.0,0.8072,0.02342634653,0.02342634652822842,0.8387,0.37857142857,0.37857142857142856,0.8072,0.02342634653,0.02342634652822842,0.8387,0.37857142857,0.37857142857142856,0.8072,0.02342634653,0.02342634652822842,0.8387,0.37857142857,0.37857142857142856
0,3,6,0.859437751,0.87096774194,0.07670343933,0.03335496431,0.37857142857,0.07670343932511359,0.03335496430889034,0.3785714285714286,0.08176508760545101,0.038416612589227773,0.3785714285714286,2,<sklearn.tree._tree.Tree object at 0x7f8f191fd370>,0.8434,0.02089552239,0.0508760545100584,0.871,0.40476190476,0.4047619047619048,0.7309,-0.01499026606,0.014990266060999347,0.7419,0.05238095238,0.05238095238095239,0.2771,-0.03419857236,0.034198572355613244,0.3548,-0.29761904762,0.4023809523809524,0.7309,-0.01499026606,0.014990266060999347,0.7419,0.05238095238,0.05238095238095239,0.8594,0.03335496431,0.038416612589227773,0.871,0.37857142857,0.3785714285714286,0.8594,0.03335496431,0.038416612589227773,0.871,0.37857142857,0.3785714285714286,0.8594,0.03335496431,0.038416612589227773,0.871,0.37857142857,0.3785714285714286
