k,depth,random_state,accuracy_train,accuracy_test,discrimination_train,discrimination_train_pred,discrimination_test,min_supp,clf.tree_,discrimination_relab_1,accuracy_relab_1,discrimination_relab_2,accuracy_relab_2,discrimination_relab_3,accuracy_relab_3,discrimination_relab_0.0,accuracy_relab_0.0,discrimination_relab_0.1,accuracy_relab_0.1,discrimination_relab_0.2,accuracy_relab_0.2,discrimination_relab_0.3,accuracy_relab_0.3
0,4,83,0.88038278,0.84615384,0.30961904,0.23409523,0.23636363,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.20599999,0.8708,0.06761904,0.7703,-0.10857143,0.6411,-0.10857143,0.6411,0.06761904,0.7703,0.06761904,0.7703,0.23409523,0.8803
0,4,85,0.88516746,0.86538461,0.33780991,0.3429752,0.24183006,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.23243801,0.8803,0.19421487,0.8755,0.053719,0.7846,-0.14669422,0.6076,0.053719,0.7846,0.19421487,0.8755,0.23243801,0.8803
0,4,87,0.88038278,0.88461538,0.25521132,0.2960413,0.42128935,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.18646012,0.8755,0.15500095,0.8708,0.11856951,0.8516,-0.15270607,0.6363,0.00956205,0.7703,0.18646012,0.8755,0.2960413,0.8803
0,4,89,0.88995215,0.8076923,0.31899024,0.3080895,0.32683658,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.21877988,0.8803,0.19850831,0.866,0.08538917,0.7751,-0.08070377,0.6267,0.08538917,0.7751,0.19850831,0.866,0.21877988,0.8803
0,4,93,0.88516746,0.86538461,0.29855371,0.29028925,0.44444444,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.24999999,0.8708,0.09814049,0.7751,-0.03822315,0.6507,-0.03822315,0.6507,0.09814049,0.7751,0.09814049,0.7751,0.29028925,0.8851
0,4,95,0.88516746,0.86538461,0.35377802,0.36376483,0.13078149,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.24373469,0.8803,0.14188807,0.8229,-0.11221029,0.6746,-0.11221029,0.6746,-0.11221029,0.6746,0.14188807,0.8229,0.24373469,0.8803
0,4,97,0.89473684,0.8076923,0.34263565,0.31385658,0.19230769,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.16812015,0.8038,-0.02994187,0.6315,-0.05668605,0.6076,-0.02994187,0.6315,-0.02994187,0.6315,0.16812015,0.8038,0.16812015,0.8038
0,4,99,0.88995215,0.8076923,0.36037309,0.2438289,0.01116427,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.21754286,0.8803,0.01102317,0.7368,-0.28641417,0.4736,-0.28641417,0.4736,0.01102317,0.7368,0.01102317,0.7368,0.2438289,0.8899
0,5,1,0.90909091,0.88461538,0.32561904,0.27,0.24848484,2,<sklearn.tree._tree.Tree object at 0x7ff321d85810>,0.246,0.9043,0.20247619,0.8803,0.19447619,0.8755,-0.10019048,0.6363,0.04399999,0.7751,0.19447619,0.8755,0.27,0.909
0,5,3,0.90909091,0.84615384,0.30436432,0.23311195,0.21351766,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.22504743,0.9043,0.13159392,0.8421,-0.10294118,0.6794,-0.10294118,0.6794,-0.10294118,0.6794,0.13159392,0.8421,0.23311195,0.909
0,5,5,0.91866029,0.8076923,0.32456308,0.34693681,0.38095238,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.29585173,0.9138,0.25062415,0.8899,0.14009986,0.8229,-0.11974266,0.6076,0.08776646,0.7894,0.14009986,0.8229,0.29585173,0.9138
0,5,7,0.9138756,0.92307692,0.29078217,0.27844712,0.29985007,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.26228724,0.909,0.23054121,0.8899,0.12182061,0.8229,-0.10393957,0.622,0.09361254,0.8038,0.12182061,0.8229,0.27844712,0.9138
0,5,9,0.89473684,0.92307692,0.3161157,0.25413223,0.30718954,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.24586776,0.8899,0.2376033,0.8851,0.22933884,0.8803,-0.15185951,0.5837,-0.15185951,0.5837,0.19008264,0.8516,0.25413223,0.8947
0,5,11,0.89952153,0.90384615,0.27324459,0.1958912,0.43259259,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.17119984,0.8899,0.13744212,0.8708,0.03742283,0.8086,-0.15084877,0.6411,0.03742283,0.8086,0.1958912,0.8995,0.1958912,0.8995
0,5,13,0.90430622,0.96153846,0.32099114,0.26841906,0.32057416,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.23063877,0.8899,0.12059543,0.8277,0.08780855,0.8086,-0.15488977,0.6267,0.08780855,0.8086,0.12059543,0.8277,0.26841906,0.9043
0,5,15,0.90909091,0.88461538,0.31769361,0.26681741,0.17703349,2,<sklearn.tree._tree.Tree object at 0x7ff321d85810>,0.23233465,0.8947,0.22413793,0.8899,0.0993028,0.8133,-0.11541361,0.6267,0.0993028,0.8133,0.0993028,0.8133,0.26681741,0.909
0,5,19,0.91866029,0.92307692,0.32028738,0.31792399,0.1875,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.28890149,0.909,0.26564567,0.8995,0.23312535,0.8803,-0.03998866,0.6794,0.09822272,0.799,0.09822272,0.799,0.28890149,0.909
0,5,21,0.90909091,0.82692307,0.29259962,0.26233396,0.19815668,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.25426944,0.9043,0.22703984,0.8851,0.17324478,0.8421,-0.07409868,0.6267,0.07239089,0.7607,0.17324478,0.8421,0.26233396,0.909
0,5,23,0.89952153,0.94230769,0.30694205,0.25846242,0.29085457,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.23876458,0.8947,0.21113023,0.8851,0.08242493,0.8181,-0.0724804,0.6794,0.08242493,0.8181,0.08242493,0.8181,0.25846242,0.8995
0,5,25,0.91866029,0.78846153,0.27108433,0.21495505,0.51574212,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.18320902,0.909,0.17527251,0.9043,0.15500095,0.8899,-0.09982789,0.665,0.08242493,0.8277,0.18320902,0.909,0.21495505,0.9186
0,5,27,0.91866029,0.92307692,0.29337068,0.29094304,0.34722222,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.2684407,0.9138,0.24621848,0.9043,0.21260504,0.8851,-0.14733894,0.6172,0.07955182,0.7942,0.10718954,0.8133,0.29094304,0.9186
0,5,29,0.92344498,0.82692307,0.33225806,0.30872865,0.02304147,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.28823529,0.9186,0.28017077,0.9138,0.16318785,0.8421,-0.07068312,0.6555,-0.07068312,0.6555,0.16318785,0.8421,0.28823529,0.9186
0,5,31,0.90909091,0.96153846,0.34052287,0.32128851,0.11805555,2,<sklearn.tree._tree.Tree object at 0x7ff321d85880>,0.2792717,0.9043,0.23211951,0.8851,0.09878618,0.8277,-0.15060691,0.6363,0.09878618,0.8277,0.09878618,0.8277,0.2792717,0.9043
0,5,33,0.9138756,0.88461538,0.29214891,0.25385802,0.28148148,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.22463348,0.9043,0.21026234,0.8995,0.18354552,0.8899,-0.11381173,0.6507,0.07118055,0.8133,0.18354552,0.8899,0.25385802,0.9138
0,5,37,0.90430622,0.86538461,0.33078086,0.21223293,0.3,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.20410285,0.8995,0.11221402,0.8373,0.08546038,0.8181,-0.07591228,0.665,0.08546038,0.8181,0.11221402,0.8373,0.21223293,0.9043
0,5,39,0.91866029,0.92307692,0.31937984,0.31288759,0.23076923,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5f80>,0.28963178,0.9138,0.24738372,0.8995,0.11288759,0.8325,-0.13042636,0.6315,0.08963178,0.8181,0.11288759,0.8325,0.28963178,0.9138
0,5,41,0.9138756,0.84615384,0.26681741,0.22743546,0.31259968,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.16996419,0.8995,0.06811758,0.8325,0.05502166,0.8229,-0.10062183,0.6746,0.06811758,0.8325,0.16996419,0.8995,0.22743546,0.9138
0,5,45,0.89473684,0.90384615,0.37968119,0.31947378,0.06547619,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.29585173,0.8899,0.25062415,0.866,0.24275014,0.8612,-0.08267717,0.622,0.07480314,0.7559,0.07480314,0.7559,0.29585173,0.8899
0,5,47,0.92344498,0.75,0.31780952,0.32209523,0.21515151,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.29380952,0.9186,0.28580952,0.9138,0.27780952,0.909,-0.05333334,0.6555,-0.05333334,0.6555,0.17885714,0.8468,0.29380952,0.9186
0,5,49,0.9138756,0.90384615,0.27011494,0.25692481,0.34290271,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.15837573,0.8564,0.13378556,0.8421,0.10420199,0.8229,-0.07932919,0.6698,-0.07932919,0.6698,0.15837573,0.8564,0.25692481,0.9138
0,5,51,0.90430622,0.86538461,0.32128099,0.22933884,0.22222222,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.20661157,0.8947,0.09814049,0.8325,0.08987603,0.8277,-0.11673554,0.6602,0.09814049,0.8325,0.09814049,0.8325,0.22933884,0.9043
0,5,53,0.90430622,0.92307692,0.35529095,0.34232763,-0.05357143,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.30295755,0.8995,0.24198194,0.8851,0.222681,0.8803,-0.23314769,0.5502,0.08776646,0.8038,0.19829076,0.8708,0.24198194,0.8851
0,5,55,0.9138756,0.82692307,0.28724421,0.29192962,0.49925037,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.22671638,0.9043,0.20290686,0.8899,0.09418626,0.8229,-0.10422643,0.6459,0.09418626,0.8229,0.09418626,0.8229,0.29192962,0.9138
0,5,57,0.90430622,0.90384615,0.33486326,0.28667049,0.10944527,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.25903614,0.8947,0.13033084,0.8277,0.09801109,0.8086,-0.14008415,0.6267,0.09801109,0.8086,0.13033084,0.8277,0.28667049,0.9043
0,5,59,0.90430622,0.78846153,0.30804685,0.27098137,0.32142857,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.23132321,0.8995,0.19041674,0.8851,0.1660265,0.8755,-0.12761667,0.6363,0.0555022,0.8086,0.19041674,0.8851,0.27098137,0.9043
0,5,61,0.90430622,0.88461538,0.34228377,0.27661579,0.16905901,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.25862068,0.8995,0.22413793,0.8851,0.10260033,0.8181,-0.16798568,0.6124,0.06152251,0.7942,0.10260033,0.8181,0.27661579,0.9043
0,5,63,0.9138756,0.86538461,0.3316689,0.29431534,0.16666666,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.27069329,0.909,0.25571346,0.9043,0.14163625,0.8516,-0.11542155,0.6459,0.07201843,0.8086,0.14163625,0.8516,0.29431534,0.9138
0,5,65,0.90909091,0.88461538,0.33595825,0.27713472,0.21505376,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.24857685,0.8995,0.15882352,0.8468,0.15075901,0.8421,-0.00986718,0.7224,-0.00986718,0.7224,0.15882352,0.8468,0.27713472,0.909
0,5,67,0.90909091,0.88461538,0.27425963,0.21931458,0.35495495,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.19640528,0.9043,0.18793071,0.8995,0.07049729,0.8229,-0.14984169,0.6507,0.07049729,0.8229,0.19640528,0.9043,0.21931458,0.909
0,5,69,0.90909091,0.88461538,0.27237827,0.23576779,0.33781512,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.11760299,0.8421,0.10926966,0.8373,0.08717228,0.8229,-0.16320225,0.6267,0.08717228,0.8229,0.11760299,0.8421,0.23576779,0.909
0,5,73,0.89952153,0.88461538,0.28519924,0.24117647,0.32565284,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.23311195,0.8947,0.22504743,0.8899,0.19781783,0.8708,-0.12020873,0.622,-0.12020873,0.622,0.19781783,0.8708,0.24117647,0.8995
0,5,75,0.89473684,0.94230769,0.31151685,0.25786516,0.33613445,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.23867041,0.8899,0.2082397,0.8803,0.17162921,0.866,-0.07949439,0.6794,0.04222846,0.7942,0.17162921,0.866,0.25786516,0.8947
0,5,77,0.91866029,0.84615384,0.32941176,0.2738562,0.31944444,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.22670401,0.8995,0.19337068,0.8851,0.16816059,0.8708,-0.11129786,0.6363,0.08524743,0.8038,0.19337068,0.8851,0.2738562,0.9186
0,5,79,0.89952153,0.86538461,0.27647058,0.24990512,0.26267281,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.19108159,0.8851,0.1816888,0.8803,0.17362428,0.8755,-0.24383302,0.5215,0.02343453,0.7511,0.19108159,0.8851,0.24990512,0.8995
0,5,81,0.9138756,0.86538461,0.35028089,0.32490636,0.04873949,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.29447565,0.9043,0.25786516,0.8899,0.24662921,0.8851,-0.0849251,0.6507,-0.0849251,0.6507,0.12846441,0.8181,0.29447565,0.9043
0,5,83,0.91866029,0.92307692,0.30961904,0.286,0.31515151,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.26590476,0.9138,0.12323809,0.8325,0.09123809,0.8133,-0.09295239,0.6794,0.09123809,0.8133,0.12323809,0.8325,0.286,0.9186
0,5,85,0.90909091,0.90384615,0.33780991,0.25826446,0.30718954,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.22520661,0.8995,0.18801652,0.8851,0.17975206,0.8803,-0.16942149,0.6076,0.06818181,0.8086,0.18801652,0.8851,0.25826446,0.909
0,5,87,0.90430622,0.90384615,0.25521132,0.20290686,0.44677661,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.17527251,0.8947,0.13090457,0.8708,0.12296806,0.866,-0.00191242,0.7846,0.02629565,0.8038,0.17527251,0.8947,0.20290686,0.9043
0,5,89,0.9138756,0.86538461,0.31899024,0.38362975,0.2053973,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.34394721,0.909,0.31573914,0.8995,0.29164276,0.8899,-0.03107669,0.6411,-0.03107669,0.6411,0.16322432,0.8086,0.29164276,0.8899
0,5,93,0.90909091,0.90384615,0.29855371,0.23863636,0.39215686,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.22004132,0.9043,0.1714876,0.8851,0.04028925,0.8133,-0.10433885,0.6842,0.04028925,0.8133,0.1714876,0.8851,0.23863636,0.909
0,5,95,0.90430622,0.90384615,0.35377802,0.26841906,0.19138755,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.17316751,0.8564,0.16497079,0.8516,-0.08912757,0.7033,-0.08912757,0.7033,-0.08912757,0.7033,0.17316751,0.8564,0.26841906,0.9043
0,5,97,0.91866029,0.8076923,0.34263565,0.25387596,0.19230769,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.12713178,0.8468,0.11937984,0.8421,0.08963178,0.8229,-0.14292636,0.622,0.08963178,0.8229,0.12713178,0.8468,0.25387596,0.9186
0,5,99,0.90909091,0.84615384,0.36037309,0.27341247,0.03349282,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.23563218,0.8947,0.20114942,0.8803,0.1929527,0.8755,-0.13840212,0.6555,0.06811758,0.799,0.1929527,0.8755,0.27341247,0.909
0,6,1,0.92344498,0.90384615,0.32561904,0.294,0.28181818,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.27,0.9186,0.22647619,0.8947,0.21847619,0.8899,-0.01533334,0.7272,0.04399999,0.7751,0.19447619,0.8755,0.294,0.9234
0,6,3,0.9138756,0.86538461,0.30436432,0.23747628,0.24577572,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5110>,0.22571157,0.909,0.21764705,0.9043,0.12419354,0.8421,-0.11034156,0.6794,-0.11034156,0.6794,0.12419354,0.8421,0.23747628,0.9138
0,6,5,0.92344498,0.82692307,0.32456308,0.33474169,0.33928571,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.28365661,0.9186,0.23842903,0.8947,0.12790474,0.8277,-0.11542155,0.6267,0.09640868,0.8086,0.12790474,0.8277,0.28365661,0.9186
0,6,7,0.91866029,0.90384615,0.29078217,0.27051061,0.26536731,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.25435073,0.9138,0.2226047,0.8947,0.21466819,0.8899,-0.10805126,0.6315,0.07773952,0.8038,0.10594759,0.8229,0.27051061,0.9186
0,6,9,0.90909091,0.90384615,0.3161157,0.27892561,0.25163398,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.25413223,0.8947,0.24586776,0.8899,0.2376033,0.8851,-0.15185951,0.5837,-0.15185951,0.5837,0.19008264,0.8516,0.27892561,0.909
0,6,11,0.9138756,0.92307692,0.27324459,0.2037037,0.46962962,2,<sklearn.tree._tree.Tree object at 0x7ff321d85b20>,0.17901234,0.9043,0.14525462,0.8851,0.12181712,0.8708,-0.17226081,0.6363,0.02179783,0.8086,0.17901234,0.9043,0.2037037,0.9138
0,6,13,0.90430622,0.98076923,0.32099114,0.25532315,0.29027113,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.23723384,0.8995,0.19945355,0.8851,0.08941021,0.8229,-0.17778406,0.6267,0.08941021,0.8229,0.19945355,0.8851,0.25532315,0.9043
0,6,15,0.92344498,0.90384615,0.31769361,0.29140757,0.20733652,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.25692481,0.909,0.23233465,0.8947,0.22413793,0.8899,-0.13350293,0.6124,0.0993028,0.8133,0.0993028,0.8133,0.29140757,0.9234
0,6,19,0.91866029,0.92307692,0.32028738,0.28540366,0.1875,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.26214785,0.909,0.22962752,0.8899,0.22149744,0.8851,-0.05624882,0.6794,0.0947249,0.8086,0.0947249,0.8086,0.28540366,0.9186
0,6,21,0.91866029,0.84615384,0.29259962,0.26603415,0.24577572,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.25796963,0.9138,0.21897533,0.8899,0.19174573,0.8708,-0.05559773,0.6555,0.09089184,0.7894,0.19174573,0.8708,0.26603415,0.9186
0,6,23,0.90909091,0.96153846,0.30694205,0.24670109,0.33433283,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.11799579,0.8421,0.09418626,0.8277,0.08624976,0.8229,-0.0724804,0.6794,0.09418626,0.8277,0.11799579,0.8421,0.24670109,0.909
0,6,25,0.92822967,0.84615384,0.27108433,0.19497035,0.48125937,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.18703384,0.9234,0.16322432,0.909,0.14295276,0.8947,-0.05106139,0.7224,-0.05106139,0.7224,0.19497035,0.9282,0.19497035,0.9282
0,6,27,0.91866029,0.92307692,0.29337068,0.25732959,0.34722222,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.24080298,0.9138,0.21858076,0.9043,0.18496732,0.8851,-0.1557423,0.6315,0.07955182,0.8133,0.18496732,0.8851,0.25732959,0.9186
0,6,29,0.93779904,0.84615384,0.33225806,0.31679316,0.05529953,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.30872865,0.933,0.2845351,0.9186,0.16755218,0.8468,-0.06631879,0.6602,-0.06631879,0.6602,0.16755218,0.8468,0.2845351,0.9186
0,6,31,0.90909091,0.96153846,0.34052287,0.28767507,0.11805555,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.26246498,0.9043,0.21531279,0.8851,0.08197945,0.8277,-0.16741364,0.6363,0.08197945,0.8277,0.08197945,0.8277,0.28767507,0.909
0,6,33,0.92822967,0.88461538,0.29214891,0.25511188,0.28148148,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.22588734,0.9186,0.19463734,0.8995,0.18682484,0.8947,-0.13069059,0.6363,0.08227237,0.8229,0.19463734,0.8995,0.25511188,0.9282
0,6,37,0.91866029,0.88461538,0.33078086,0.23662318,0.33125,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.22849309,0.9138,0.20410285,0.8995,0.11221402,0.8373,-0.07591228,0.665,0.08546038,0.8181,0.11221402,0.8373,0.23662318,0.9186
0,6,39,0.91866029,0.92307692,0.31937984,0.28187984,0.23076923,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.23963178,0.9043,0.10513565,0.8373,0.08187984,0.8229,-0.14593024,0.6315,0.08187984,0.8229,0.10513565,0.8373,0.28187984,0.9186
0,6,41,0.92822967,0.86538461,0.26681741,0.23563218,0.34290271,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.17816091,0.9138,0.15357075,0.8995,0.05172413,0.8325,-0.10391936,0.6842,0.05172413,0.8325,0.17816091,0.9138,0.23563218,0.9282
0,6,45,0.90430622,0.88461538,0.37968119,0.31793739,0.01190476,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.27270981,0.8803,0.26483579,0.8755,0.25696178,0.8708,-0.08267717,0.622,0.08901478,0.7655,0.08901478,0.7655,0.27270981,0.8803
0,6,47,0.93779904,0.78846153,0.31780952,0.29809523,0.14848484,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.29009523,0.933,0.28209523,0.9282,0.24247619,0.9043,-0.04904762,0.6746,-0.04904762,0.6746,0.18314285,0.866,0.29809523,0.9377
0,6,49,0.9138756,0.92307692,0.27011494,0.2438289,0.31259968,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.14527981,0.8564,0.12068965,0.8421,0.09110608,0.8229,-0.10552101,0.6602,0.09110608,0.8229,0.14527981,0.8564,0.2438289,0.9138
0,6,51,0.91866029,0.88461538,0.32128099,0.25413223,0.25163398,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.23140495,0.909,0.12293388,0.8468,0.09814049,0.8325,-0.11673554,0.6602,0.09814049,0.8325,0.12293388,0.8468,0.25413223,0.9186
0,6,53,0.9138756,0.94230769,0.35529095,0.33090071,-0.01190477,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.30727866,0.909,0.24630305,0.8947,0.2219128,0.8851,-0.23314769,0.5502,0.08776646,0.8038,0.11138851,0.8181,0.24630305,0.8947
0,6,55,0.91866029,0.82692307,0.28724421,0.2881048,0.43028485,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.22289156,0.909,0.19908204,0.8947,0.09036144,0.8277,-0.11981259,0.6411,0.09036144,0.8277,0.19908204,0.8947,0.2881048,0.9186
0,6,57,0.91866029,0.92307692,0.33486326,0.29460699,0.14392803,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.2825588,0.9138,0.1538535,0.8468,0.12153375,0.8277,-0.14037101,0.6315,0.09772423,0.8133,0.1538535,0.8468,0.29460699,0.9186
0,6,59,0.91866029,0.84615384,0.30804685,0.29028231,0.42857142,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.25062415,0.9138,0.20971768,0.8995,0.18532744,0.8899,-0.14845401,0.6315,0.0504129,0.8133,0.18532744,0.8899,0.29028231,0.9186
0,6,61,0.91866029,0.88461538,0.34228377,0.29140757,0.16905901,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.27991332,0.9138,0.24543056,0.8995,0.12389297,0.8325,-0.15809309,0.622,0.08281514,0.8086,0.12389297,0.8325,0.29140757,0.9186
0,6,63,0.92822967,0.86538461,0.3316689,0.31083157,0.16666666,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.28720952,0.9234,0.17313232,0.8708,0.14009986,0.8516,-0.11542155,0.6459,0.07201843,0.8086,0.17313232,0.8708,0.28720952,0.9234
0,6,65,0.91866029,0.92307692,0.33595825,0.27713472,0.27956989,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.1873814,0.866,0.17125237,0.8564,0.16318785,0.8516,-0.00986718,0.7224,-0.00986718,0.7224,0.1873814,0.866,0.27713472,0.9186
0,6,67,0.91866029,0.92307692,0.27425963,0.21931458,0.409009,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.20236543,0.909,0.19389085,0.9043,0.07645744,0.8277,-0.14388155,0.6555,0.07645744,0.8277,0.19389085,0.9043,0.21931458,0.9186
0,6,69,0.91866029,0.92307692,0.27237827,0.25243445,0.39495798,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.22996254,0.909,0.21872659,0.9043,0.10056179,0.8373,-0.00018727,0.7703,0.08389513,0.8277,0.10056179,0.8373,0.25243445,0.9186
0,6,73,0.90430622,0.82692307,0.28519924,0.24686907,0.24731182,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.23880455,0.8995,0.23074003,0.8947,0.20351043,0.8755,-0.11451613,0.6267,-0.11451613,0.6267,0.18434535,0.8612,0.24686907,0.9043
0,6,75,0.90909091,0.94230769,0.31151685,0.25533707,0.33613445,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.21872659,0.8947,0.08932584,0.8229,0.0559925,0.8038,-0.07949439,0.6794,0.08932584,0.8229,0.08932584,0.8229,0.25533707,0.909
0,6,77,0.91866029,0.84615384,0.32941176,0.2738562,0.31944444,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.22670401,0.8995,0.19337068,0.8851,0.16816059,0.8708,-0.05079366,0.7081,0.0738562,0.8038,0.19337068,0.8851,0.2738562,0.9186
0,6,79,0.9138756,0.86538461,0.27647058,0.26537001,0.26267281,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.20654648,0.8995,0.19848197,0.8947,0.19041745,0.8899,-0.00379507,0.732,-0.00379507,0.732,0.19848197,0.8947,0.26537001,0.9138
0,6,81,0.92344498,0.90384615,0.35028089,0.32490636,0.10588235,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.28829588,0.909,0.27705992,0.9043,0.15889513,0.8373,-0.0849251,0.6507,-0.0849251,0.6507,0.15889513,0.8373,0.28829588,0.909
0,6,83,0.91866029,0.92307692,0.30961904,0.254,0.31515151,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.11133333,0.8373,0.07933333,0.8181,0.07133333,0.8133,-0.10485715,0.6842,0.07933333,0.8181,0.11133333,0.8373,0.254,0.9186
0,6,85,0.91866029,0.92307692,0.33780991,0.28099173,0.27777777,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.25619834,0.9138,0.2303719,0.9043,0.19318181,0.8899,-0.00826447,0.7655,0.01756198,0.7846,0.19318181,0.8899,0.28099173,0.9186
0,6,87,0.9138756,0.94230769,0.25521132,0.20290686,0.51574212,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.15853891,0.8899,0.1426659,0.8803,0.13472939,0.8755,-0.01042265,0.7799,0.03805698,0.8133,0.15853891,0.8899,0.20290686,0.9138
0,6,89,0.9138756,0.86538461,0.31899024,0.35188372,0.2053973,2,<sklearn.tree._tree.Tree object at 0x7ff321cf5a40>,0.3280742,0.909,0.29986613,0.8995,0.27576974,0.8899,-0.04694971,0.6411,-0.04694971,0.6411,0.14735131,0.8086,0.29986613,0.8995
