k,depth,random_state,accuracy_train,accuracy_test,discrimination_train,discrimination_train_pred,discrimination_test,min_supp,clf.tree_,discrimination_relab_1,accuracy_relab_1,discrimination_relab_2,accuracy_relab_2,discrimination_relab_3,accuracy_relab_3,discrimination_relab_0.0,accuracy_relab_0.0,discrimination_relab_0.1,accuracy_relab_0.1,discrimination_relab_0.2,accuracy_relab_0.2,discrimination_relab_0.3,accuracy_relab_0.3
0,2,77,0.86124402,0.84615384,0.32941176,0.18225957,0.39583333,2,<sklearn.tree._tree.Tree object at 0x7ff3204d5e30>,-0.01428572,0.6937,-0.19654529,0.22,-0.19654529,0.22,-0.01428572,0.6937,-0.01428572,0.6937,0.18225957,0.8612,0.18225957,0.8612
0,2,79,0.76076555,0.71153846,0.27647058,0.15085388,0.29032258,2,<sklearn.tree._tree.Tree object at 0x7ff3204d5e30>,0.06432637,0.7368,0.05626185,0.732,-0.08652752,0.5885,-0.08652752,0.5885,0.06432637,0.7368,0.15085388,0.7607,0.15085388,0.7607
0,2,81,0.8708134,0.8076923,0.35028089,0.26582397,0.04705882,2,<sklearn.tree._tree.Tree object at 0x7ff3204d5e30>,0.06076779,0.7081,-0.20505618,0.2631,-0.26582398,0.1291,-0.20505618,0.2631,0.06076779,0.7081,0.06076779,0.7081,0.26582397,0.8708
0,2,83,0.85167464,0.88461538,0.30961904,0.21847619,0.22424242,2,<sklearn.tree._tree.Tree object at 0x7ff3204d5e30>,0.04228571,0.7224,-0.17619048,0.2583,-0.2184762,0.1483,-0.17619048,0.2583,0.04228571,0.7224,0.04228571,0.7224,0.21847619,0.8516
0,2,85,0.85645933,0.86538461,0.33780991,0.22107438,0.22222222,2,<sklearn.tree._tree.Tree object at 0x7ff3204d5e30>,0.03822314,0.6937,-0.18285124,0.2488,-0.22107439,0.1435,-0.18285124,0.2488,0.03822314,0.6937,0.03822314,0.6937,0.22107438,0.8564
0,2,87,0.84688995,0.90384615,0.25521132,0.15825205,0.44677661,2,<sklearn.tree._tree.Tree object at 0x7ff3204d5e30>,-0.00401607,0.7129,-0.16226813,0.2488,-0.16226813,0.2488,-0.00401607,0.7129,-0.00401607,0.7129,0.15825205,0.8468,0.15825205,0.8468
0,2,89,0.86124402,0.84615384,0.31899024,0.24230254,0.12593703,2,<sklearn.tree._tree.Tree object at 0x7ff3204d5e30>,0.0762096,0.7129,0.0,0.6028,-0.24230255,0.1387,0.0,0.6028,0.0762096,0.7129,0.0762096,0.7129,0.24230254,0.8612
0,2,93,0.86124402,0.84615384,0.29855371,0.17665289,0.39542483,2,<sklearn.tree._tree.Tree object at 0x7ff3204d5e30>,0.0268595,0.7177,-0.14979339,0.2679,-0.1766529,0.1387,-0.14979339,0.2679,0.0268595,0.7177,0.17665289,0.8612,0.17665289,0.8612
0,2,95,0.85645933,0.86538461,0.35377802,0.23224043,0.16905901,2,<sklearn.tree._tree.Tree object at 0x7ff3204d5e30>,-0.02185793,0.7081,-0.25409837,0.2535,-0.25409837,0.2535,-0.02185793,0.7081,-0.02185793,0.7081,-0.02185793,0.7081,0.23224043,0.8564
0,2,97,0.85645933,0.86538461,0.34263565,0.20813953,0.23076923,2,<sklearn.tree._tree.Tree object at 0x7ff3204d5e30>,0.01007751,0.6842,-0.19806202,0.2392,-0.20813954,0.1435,-0.19806202,0.2392,0.01007751,0.6842,0.01007751,0.6842,0.20813953,0.8564
0,2,99,0.8708134,0.8076923,0.36037309,0.25362728,0.04944178,2,<sklearn.tree._tree.Tree object at 0x7ff3204d5e30>,0.04710759,0.7272,-0.2065197,0.2392,-0.25362729,0.1291,-0.2065197,0.2392,0.04710759,0.7272,0.04710759,0.7272,0.25362728,0.8708
0,3,1,0.88038278,0.84615384,0.32561904,0.31295238,0.37575757,2,<sklearn.tree._tree.Tree object at 0x7ff3204a6f10>,0.23057142,0.8516,0.07409523,0.7272,-0.08238096,0.5741,-0.08238096,0.5741,0.07409523,0.7272,0.07409523,0.7272,0.23057142,0.8516
0,3,3,0.87559809,0.86538461,0.30436432,0.33766603,0.27649769,2,<sklearn.tree._tree.Tree object at 0x7ff3204a6f10>,0.21897533,0.8564,0.11508538,0.7894,-0.11944972,0.6267,-0.11944972,0.6267,-0.11944972,0.6267,0.11508538,0.7894,0.21897533,0.8564
0,3,5,0.88995215,0.8076923,0.32456308,0.31111964,0.38095238,2,<sklearn.tree._tree.Tree object at 0x7ff3204a6f10>,0.20616477,0.8516,0.0265988,0.6937,-0.10495487,0.5693,-0.10495487,0.5693,0.0265988,0.6937,0.0265988,0.6937,0.20616477,0.8516
0,3,7,0.87559809,0.86538461,0.29078217,0.31191432,0.37031484,2,<sklearn.tree._tree.Tree object at 0x7ff3204d5e30>,0.22231784,0.8612,-0.14964621,0.5263,-0.33543699,0.354,-0.14964621,0.5263,-0.14964621,0.5263,-0.14964621,0.5263,0.22231784,0.8612
0,3,9,0.86602871,0.90384615,0.3161157,0.24793388,0.14052287,2,<sklearn.tree._tree.Tree object at 0x7ff3204d5e30>,0.2179752,0.8564,0.20971074,0.8516,0.19214876,0.8373,-0.04028926,0.5741,0.05578512,0.7129,0.19214876,0.8373,0.24793388,0.866
0,3,11,0.88516746,0.82692307,0.27324459,0.29388503,0.44148148,2,<sklearn.tree._tree.Tree object at 0x7ff3204d5e30>,0.15306712,0.8612,-0.02411266,0.7033,-0.319348,0.3875,-0.02411266,0.7033,-0.02411266,0.7033,0.15306712,0.8612,0.29388503,0.8851
0,3,13,0.86602871,0.90384615,0.32099114,0.31788204,0.33492822,2,<sklearn.tree._tree.Tree object at 0x7ff3204d5e30>,0.1830601,0.8468,-0.00376861,0.7033,-0.13482194,0.598,-0.00376861,0.7033,-0.00376861,0.7033,0.1830601,0.8468,0.1830601,0.8468
0,3,15,0.88038278,0.84615384,0.31769361,0.29979272,0.4322169,2,<sklearn.tree._tree.Tree object at 0x7ff3204d5e30>,0.23063877,0.8612,0.10288298,0.7464,-0.06915395,0.5885,-0.06915395,0.5885,-0.06915395,0.5885,0.10288298,0.7464,0.29979272,0.8803
0,3,19,0.85167464,0.96153846,0.32028738,0.3308754,0.30625,2,<sklearn.tree._tree.Tree object at 0x7ff3204d5e30>,0.2551522,0.8516,0.1100397,0.7464,-0.2762337,0.4114,-0.2762337,0.4114,-0.2762337,0.4114,0.1100397,0.7464,0.2551522,0.8516
0,3,21,0.87559809,0.84615384,0.29259962,0.2418406,0.15053763,2,<sklearn.tree._tree.Tree object at 0x7ff3204d5e30>,0.22134724,0.8708,0.07485768,0.7368,-0.15711575,0.5215,-0.15711575,0.5215,0.07485768,0.7368,0.07485768,0.7368,0.2418406,0.8755
0,3,23,0.8708134,0.88461538,0.30694205,0.316026,0.36131934,2,<sklearn.tree._tree.Tree object at 0x7ff384d06dc0>,0.23436603,0.8516,0.08825779,0.7416,-0.30369096,0.4066,-0.30369096,0.4066,0.08825779,0.7416,0.08825779,0.7416,0.23436603,0.8516
0,3,25,0.88995215,0.78846153,0.27108433,0.17087397,0.4377811,2,<sklearn.tree._tree.Tree object at 0x7ff384d067a0>,0.14323962,0.8803,-0.02285332,0.732,-0.26142666,0.5023,-0.02285332,0.732,-0.02285332,0.732,0.17087397,0.8899,0.17087397,0.8899
0,3,27,0.86124402,0.92307692,0.29337068,0.33155929,0.32638888,2,<sklearn.tree._tree.Tree object at 0x7ff384d06490>,0.21858076,0.8468,0.01092436,0.6842,-0.11297853,0.5741,-0.11297853,0.5741,0.01092436,0.6842,0.01092436,0.6842,0.21858076,0.8468
0,3,29,0.89473684,0.78846153,0.33225806,0.33833017,0.27496159,2,<sklearn.tree._tree.Tree object at 0x7ff3232bae30>,0.2902277,0.8755,0.08728652,0.7081,-0.30740038,0.3636,-0.30740038,0.3636,0.08728652,0.7081,0.08728652,0.7081,0.2902277,0.8755
0,3,31,0.86124402,0.92307692,0.34052287,0.33968253,0.22222222,2,<sklearn.tree._tree.Tree object at 0x7ff321ebbd50>,0.22670401,0.8373,0.06946778,0.7416,-0.11297853,0.5933,-0.11297853,0.5933,0.06946778,0.7416,0.06946778,0.7416,0.22670401,0.8373
0,3,33,0.8708134,0.8076923,0.29214891,0.20119598,0.27555555,2,<sklearn.tree._tree.Tree object at 0x7ff321ebbd50>,0.05979938,0.7511,-0.12519291,0.5885,-0.44058642,0.2727,-0.12519291,0.5885,0.05979938,0.7511,0.05979938,0.7511,0.20119598,0.8708
0,3,37,0.86602871,0.90384615,0.33078086,0.30648515,0.4,2,<sklearn.tree._tree.Tree object at 0x7ff321ebbd50>,0.21563622,0.8516,0.07052372,0.7464,-0.09084894,0.5933,-0.09084894,0.5933,0.07052372,0.7464,0.07052372,0.7464,0.21563622,0.8516
0,3,39,0.88038278,0.84615384,0.31937984,0.31385658,0.38461538,2,<sklearn.tree._tree.Tree object at 0x7ff321ebbd50>,0.21763565,0.8612,0.0863372,0.7464,-0.09622094,0.5837,-0.09622094,0.5837,0.0863372,0.7464,0.0863372,0.7464,0.21763565,0.8612
0,3,41,0.89473684,0.78846153,0.26681741,0.29649519,0.45454545,2,<sklearn.tree._tree.Tree object at 0x7ff321ebbd50>,0.16336913,0.8803,0.00772564,0.732,-0.13312606,0.5885,-0.13312606,0.5885,0.00772564,0.732,0.16336913,0.8803,0.29649519,0.8947
0,3,45,0.87559809,0.86538461,0.37968119,0.36268484,0.16071428,2,<sklearn.tree._tree.Tree object at 0x7ff321ebbd50>,0.24908776,0.8468,0.09314384,0.732,-0.11359709,0.5454,-0.11359709,0.5454,0.09314384,0.732,0.09314384,0.732,0.24908776,0.8468
0,3,47,0.88516746,0.8076923,0.31780952,0.27409523,0.02424242,2,<sklearn.tree._tree.Tree object at 0x7ff321ebbd50>,0.246,0.8755,0.22628571,0.8612,0.03390476,0.6985,-0.11971429,0.5598,0.03390476,0.6985,0.03390476,0.6985,0.27409523,0.8851
0,3,49,0.87559809,0.86538461,0.27011494,0.30309025,0.40988835,2,<sklearn.tree._tree.Tree object at 0x7ff321ebbd50>,0.19945355,0.8612,0.01592236,0.7081,-0.10363671,0.598,-0.10363671,0.598,0.01592236,0.7081,0.19945355,0.8612,0.19945355,0.8612
0,3,51,0.88038278,0.84615384,0.32128099,0.36053719,0.1862745,2,<sklearn.tree._tree.Tree object at 0x7ff321ebbd50>,0.2303719,0.866,0.04752066,0.732,-0.13016529,0.5837,-0.13016529,0.5837,0.04752066,0.732,0.04752066,0.732,0.2303719,0.866
0,3,53,0.86602871,0.90384615,0.35529095,0.35836374,0.16666666,2,<sklearn.tree._tree.Tree object at 0x7ff321ebbd50>,0.26560399,0.8612,0.09035913,0.732,-0.33829461,0.4019,-0.33829461,0.4019,0.09035913,0.732,0.09035913,0.732,0.26560399,0.8612
0,3,55,0.89473684,0.78846153,0.28724421,0.30015299,0.43028485,2,<sklearn.tree._tree.Tree object at 0x7ff321ebbd50>,0.19850831,0.8468,0.03241537,0.6985,-0.10164468,0.5741,-0.10164468,0.5741,0.03241537,0.6985,0.19850831,0.8468,0.19850831,0.8468
0,3,57,0.8708134,0.88461538,0.33486326,0.34394721,0.24887556,2,<sklearn.tree._tree.Tree object at 0x7ff321ebbd50>,0.24612736,0.8468,0.0441767,0.6889,-0.34748518,0.3684,-0.34748518,0.3684,0.0441767,0.6889,0.0441767,0.6889,0.24612736,0.8468
0,3,59,0.88516746,0.82692307,0.30804685,0.30679854,0.38690476,2,<sklearn.tree._tree.Tree object at 0x7ff321ebbd50>,0.20971768,0.8612,-0.15440753,0.5311,-0.28596121,0.4066,-0.15440753,0.5311,-0.15440753,0.5311,-0.15440753,0.5311,0.20971768,0.8612
0,3,61,0.85645933,0.94230769,0.34228377,0.32278123,0.32695374,2,<sklearn.tree._tree.Tree object at 0x7ff321ebbd50>,0.22734124,0.8468,0.09628792,0.7416,-0.09543999,0.5837,-0.09543999,0.5837,0.09628792,0.7416,0.09628792,0.7416,0.22734124,0.8468
0,3,63,0.8708134,0.88461538,0.3316689,0.35125792,0.22619047,2,<sklearn.tree._tree.Tree object at 0x7ff321ebbd50>,0.23766084,0.8612,0.0738429,0.732,-0.30603035,0.4114,-0.30603035,0.4114,0.0738429,0.732,0.0738429,0.732,0.23766084,0.8612
0,3,65,0.8708134,0.88461538,0.33595825,0.34136622,0.26113671,2,<sklearn.tree._tree.Tree object at 0x7ff321ebbd50>,0.24250474,0.8612,0.14601518,0.8038,-0.0085389,0.7033,-0.0085389,0.7033,-0.0085389,0.7033,0.14601518,0.8038,0.24250474,0.8612
0,3,67,0.88038278,0.84615384,0.27425963,0.28590054,0.47387387,2,<sklearn.tree._tree.Tree object at 0x7ff321ebbd50>,0.18979325,0.8612,0.00493574,0.7129,-0.09610729,0.6172,-0.09610729,0.6172,0.00493574,0.7129,0.18979325,0.8612,0.28590054,0.8803
0,3,69,0.88038278,0.84615384,0.27237827,0.30973782,0.39831932,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.20168539,0.8516,0.06610486,0.7751,-0.13061798,0.6172,-0.13061798,0.6172,0.06610486,0.7751,0.06610486,0.7751,0.20168539,0.8516
0,3,73,0.88038278,0.82692307,0.28519924,0.22637571,0.26267281,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.20958254,0.8755,0.20151802,0.8708,0.18235294,0.8564,-0.06233397,0.5837,0.01166982,0.7081,0.18235294,0.8564,0.22637571,0.8803
0,3,75,0.86602871,0.90384615,0.31151685,0.30140449,0.42689075,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.20749063,0.8421,0.04990636,0.7224,-0.30355806,0.3827,-0.30355806,0.3827,0.04990636,0.7224,0.04990636,0.7224,0.20749063,0.8421
0,3,77,0.88516746,0.82692307,0.32941176,0.31475256,0.38194444,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.18225957,0.8612,-0.01428572,0.6937,-0.132493,0.5885,-0.01428572,0.6937,-0.01428572,0.6937,0.18225957,0.8612,0.18225957,0.8612
0,3,79,0.8708134,0.84615384,0.27647058,0.16555977,0.37480798,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.15749525,0.866,0.01470588,0.7224,-0.08652752,0.5885,-0.08652752,0.5885,0.01470588,0.7224,0.16555977,0.8708,0.16555977,0.8708
0,3,81,0.8708134,0.88461538,0.35028089,0.35140449,0.25546218,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.14634831,0.7081,-0.23211611,0.3827,-0.37846442,0.2488,-0.23211611,0.3827,-0.23211611,0.3827,0.14634831,0.7081,0.14634831,0.7081
0,3,83,0.85645933,0.94230769,0.30961904,0.29285714,0.46363636,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.21847619,0.8516,0.04228571,0.7224,-0.07438096,0.6076,-0.07438096,0.6076,0.04228571,0.7224,0.04228571,0.7224,0.29285714,0.8564
0,3,85,0.87559809,0.86538461,0.33780991,0.34917355,0.24183006,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.22107438,0.8564,0.05475206,0.732,-0.12809918,0.5693,-0.12809918,0.5693,0.05475206,0.732,0.05475206,0.732,0.22107438,0.8564
0,3,87,0.8708134,0.88461538,0.25521132,0.30426467,0.42128935,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.15825205,0.8468,-0.00401607,0.7129,-0.14601263,0.5933,-0.00401607,0.7129,-0.00401607,0.7129,0.15825205,0.8468,0.15825205,0.8468
0,3,89,0.88516746,0.82692307,0.31899024,0.35188372,0.2143928,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.24230254,0.8612,0.05651176,0.7272,-0.10958119,0.5789,-0.10958119,0.5789,0.05651176,0.7272,0.05651176,0.7272,0.24230254,0.8612
0,3,93,0.87559809,0.86538461,0.29855371,0.2964876,0.44444444,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.17665289,0.8612,-0.22107439,0.5215,-0.37086777,0.3779,-0.22107439,0.5215,-0.22107439,0.5215,0.17665289,0.8612,0.2964876,0.8755
0,3,95,0.87559809,0.86538461,0.35377802,0.3703599,0.13078149,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.23224043,0.8564,-0.02185793,0.7081,-0.40145092,0.3875,-0.02185793,0.7081,-0.02185793,0.7081,-0.02185793,0.7081,0.23224043,0.8564
0,3,97,0.88038278,0.84615384,0.34263565,0.33236434,0.26923076,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.20813953,0.8564,0.01007751,0.6842,-0.34612404,0.3732,-0.34612404,0.3732,0.01007751,0.6842,0.01007751,0.6842,0.20813953,0.8564
0,3,99,0.8708134,0.88461538,0.36037309,0.34576973,0.22169059,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.13925004,0.7272,0.0,0.6172,-0.40427737,0.2535,-0.40427737,0.2535,0.0,0.6172,0.13925004,0.7272,0.13925004,0.7272
0,4,1,0.88038278,0.82692307,0.32561904,0.28485714,0.35454545,2,<sklearn.tree._tree.Tree object at 0x7ff321c67ea0>,0.238,0.8708,0.20247619,0.8516,0.00085714,0.6937,-0.12752381,0.5693,0.00085714,0.6937,0.00085714,0.6937,0.28485714,0.8803
0,4,3,0.88995215,0.82692307,0.30436432,0.31347248,0.21198156,2,<sklearn.tree._tree.Tree object at 0x7ff321c67ab0>,0.21394686,0.8851,-0.02058824,0.7224,-0.03975333,0.7081,-0.02058824,0.7224,-0.02058824,0.7224,-0.02058824,0.7224,0.21394686,0.8851
0,4,5,0.89952153,0.78846153,0.32456308,0.3382946,0.33928571,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.27069329,0.8803,0.25571346,0.8755,0.2285385,0.866,-0.11186864,0.6124,0.06769733,0.7703,0.19118494,0.8468,0.27069329,0.8803
0,4,7,0.88995215,0.8076923,0.29078217,0.27816026,0.12593703,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.2625741,0.8851,0.23493975,0.8755,0.20673168,0.8564,-0.08424173,0.598,-0.08424173,0.598,0.10154905,0.7703,0.27816026,0.8899
0,4,9,0.88516746,0.86538461,0.3161157,0.31095041,0.33006535,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.23966942,0.8708,0.23140495,0.866,0.22314049,0.8612,-0.10640496,0.6028,-0.10640496,0.6028,0.18388429,0.8325,0.23966942,0.8708
0,4,11,0.88995215,0.84615384,0.27324459,0.29716435,0.40148148,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.19010416,0.8851,0.17573302,0.8803,0.1419753,0.8612,-0.14101081,0.6172,0.03616898,0.7751,0.19010416,0.8851,0.29716435,0.8899
0,4,13,0.8708134,0.90384615,0.32099114,0.33587714,0.33492822,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.21914452,0.866,0.20114942,0.8612,0.1749576,0.8516,-0.14330131,0.6315,0.04352741,0.7751,0.1749576,0.8516,0.21914452,0.866
0,4,15,0.88995215,0.84615384,0.31769361,0.29319766,0.4322169,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.24543056,0.8851,0.22743546,0.8803,0.20604861,0.866,-0.11221029,0.6076,0.05982664,0.7655,0.05982664,0.7655,0.29319766,0.8899
0,4,19,0.8708134,0.86538461,0.32028738,0.24588769,0.11875,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.10512384,0.7751,-0.01446399,0.6698,-0.20022689,0.5023,-0.01446399,0.6698,-0.01446399,0.6698,0.10512384,0.7751,0.24588769,0.8708
0,4,21,0.88516746,0.84615384,0.29259962,0.29364326,0.37173579,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.23377609,0.8803,0.22571157,0.8755,0.07106261,0.7511,-0.07542695,0.6172,0.07106261,0.7511,0.07106261,0.7511,0.29364326,0.8851
0,4,23,0.88038278,0.88461538,0.30694205,0.30780263,0.36131934,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.23436603,0.8708,0.20290686,0.866,0.06980302,0.7846,-0.04484606,0.6794,0.06980302,0.7846,0.06980302,0.7846,0.23436603,0.8708
0,4,25,0.89473684,0.78846153,0.27108433,0.16293746,0.4377811,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.15500095,0.8899,0.14323962,0.8803,0.12707974,0.866,-0.0390132,0.7177,-0.0390132,0.7177,0.16293746,0.8947,0.16293746,0.8947
0,4,27,0.87559809,0.86538461,0.29337068,0.32315592,0.29861111,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.20690943,0.7942,0.18767507,0.7799,-0.01998133,0.6172,-0.01998133,0.6172,-0.01998133,0.6172,0.18767507,0.7799,0.20690943,0.7942
0,4,29,0.90430622,0.76923076,0.33225806,0.3060721,0.24270353,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.28083491,0.8995,0.25796963,0.8851,0.13795066,0.7894,-0.06499052,0.622,-0.06499052,0.622,0.13795066,0.7894,0.28083491,0.8995
0,4,31,0.8708134,0.88461538,0.34052287,0.32287581,0.22222222,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.2264239,0.8612,0.1955182,0.8516,0.05135387,0.7751,-0.13109244,0.6267,0.05135387,0.7751,0.1955182,0.8516,0.2264239,0.8612
0,4,33,0.89473684,0.8076923,0.29214891,0.21354166,0.27555555,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.19135802,0.8851,0.16994598,0.8708,0.07648533,0.7894,-0.10850695,0.6267,0.07648533,0.7894,0.19135802,0.8851,0.21354166,0.8947
0,4,37,0.88038278,0.86538461,0.33078086,0.19360937,0.3,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.03223671,0.7272,-0.2435243,0.4593,-0.35148422,0.3492,-0.2435243,0.4593,0.03223671,0.7272,0.19360937,0.8803,0.19360937,0.8803
0,4,39,0.88516746,0.82692307,0.31937984,0.30610465,0.34615384,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.23187984,0.8803,0.21337209,0.8755,0.06763565,0.7846,-0.13691861,0.6076,0.06763565,0.7846,0.06763565,0.7846,0.23187984,0.8803
0,4,41,0.89952153,0.8076923,0.26681741,0.30139438,0.40191387,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.19785189,0.8086,0.0422084,0.6602,0.02741661,0.6459,-0.11833428,0.4976,0.0422084,0.6602,0.19785189,0.8086,0.19785189,0.8086
0,4,45,0.87559809,0.84615384,0.37968119,0.33550989,0.13095238,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.25926637,0.866,0.2219128,0.8468,0.05396581,0.7416,-0.07480315,0.6267,0.05396581,0.7416,0.05396581,0.7416,0.25926637,0.866
0,4,47,0.89473684,0.8076923,0.31780952,0.27409523,0.02424242,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.26609523,0.8899,0.25809523,0.8851,0.23038095,0.866,-0.11638096,0.5741,0.07599999,0.7368,0.07599999,0.7368,0.27409523,0.8947
0,4,49,0.88038278,0.86538461,0.27011494,0.32438289,0.3875598,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.30309025,0.8755,0.27689843,0.866,0.17335594,0.7846,-0.01017525,0.6315,-0.01017525,0.6315,0.17335594,0.7846,0.27689843,0.866
0,4,51,0.88995215,0.82692307,0.32128099,0.32438016,0.18300653,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.303719,0.8755,0.1911157,0.7894,0.01342975,0.6411,-0.13946281,0.5071,0.01342975,0.6411,0.1911157,0.7894,0.1911157,0.7894
0,4,53,0.88038278,0.86538461,0.35529095,0.26714038,-0.01190477,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.21403879,0.8708,0.09842519,0.7894,-0.21461495,0.5406,-0.21461495,0.5406,0.09842519,0.7894,0.09842519,0.7894,0.26714038,0.8803
0,4,55,0.89952153,0.78846153,0.28724421,0.31985083,0.42128935,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.30015299,0.8947,0.23082807,0.8755,0.20730541,0.866,-0.10833812,0.598,0.09007458,0.7751,0.09007458,0.7751,0.23082807,0.8755
0,4,57,0.88038278,0.86538461,0.33486326,0.31220118,0.2143928,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.23465289,0.8708,0.10566073,0.7894,0.08538917,0.7751,-0.11656149,0.6172,0.08538917,0.7751,0.10566073,0.7894,0.23465289,0.8708
0,4,59,0.89952153,0.78846153,0.30804685,0.27885538,0.32142857,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.21480699,0.8851,0.18177453,0.8755,0.06616093,0.7846,-0.10908393,0.6172,0.06616093,0.7846,0.18177453,0.8755,0.27885538,0.8995
0,4,61,0.87559809,0.88461538,0.34228377,0.22413793,0.16905901,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.08121349,0.7942,0.04833239,0.7751,-0.14339552,0.6172,-0.14339552,0.6172,0.08121349,0.7942,0.08121349,0.7942,0.22413793,0.8755
0,4,63,0.88516746,0.84615384,0.3316689,0.25417706,0.125,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.21480699,0.8803,0.09564048,0.8038,0.07480314,0.7894,-0.11263684,0.6267,0.09564048,0.8038,0.09564048,0.8038,0.25417706,0.8851
0,4,65,0.88516746,0.84615384,0.33595825,0.23681214,0.11981566,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.21394686,0.8708,0.12115749,0.8038,-0.0085389,0.7033,-0.0085389,0.7033,-0.0085389,0.7033,0.12115749,0.8038,0.23681214,0.8851
0,4,67,0.88995215,0.82692307,0.27425963,0.27146582,0.35315315,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.24445893,0.8708,0.05960141,0.7224,0.05364127,0.7177,-0.06537531,0.6172,0.05960141,0.7224,0.05960141,0.7224,0.27146582,0.8899
0,4,69,0.88995215,0.84615384,0.27237827,0.30393258,0.39831932,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.21292134,0.8755,0.19372659,0.8708,0.06395131,0.7846,-0.13277154,0.6267,0.06395131,0.7846,0.19372659,0.8708,0.21292134,0.8755
0,4,73,0.88516746,0.84615384,0.28519924,0.23814041,0.23041474,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.21764705,0.8803,0.20958254,0.8755,0.20151802,0.8708,-0.12457306,0.6172,-0.12457306,0.6172,0.17428842,0.8516,0.23814041,0.8851
0,4,75,0.88038278,0.88461538,0.31151685,0.28726591,0.45546218,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.20749063,0.8708,0.17162921,0.866,0.04185393,0.7799,-0.07986892,0.665,0.04185393,0.7799,0.17162921,0.866,0.28726591,0.8803
0,4,77,0.89473684,0.76923076,0.32941176,0.30065359,0.33333333,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.20690943,0.8851,0.16816059,0.8708,-0.02838469,0.7033,-0.02838469,0.7033,-0.02838469,0.7033,0.16816059,0.8708,0.20690943,0.8851
0,4,79,0.87559809,0.84615384,0.27647058,0.28491461,0.3563748,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.16555977,0.8708,0.15749525,0.866,0.02343453,0.7511,-0.24383302,0.5215,0.02343453,0.7511,0.16555977,0.8708,0.28491461,0.8755
0,4,81,0.88995215,0.82692307,0.35028089,0.26872659,0.07563025,2,<sklearn.tree._tree.Tree object at 0x7ff321d71ce0>,0.24953183,0.8851,0.1309925,0.8038,-0.07406368,0.6411,-0.07406368,0.6411,-0.07406368,0.6411,0.1309925,0.8038,0.26872659,0.8899
