k,depth,random_state,accuracy_pred,accuracy_test,discrimination_train,discrimination_train_pred,discrimination_test,sum_discrimination_additive_train,sum_discrimination_additive_train_pred,sum_discrimination_additive_test_pred,sum_discrimination_additive_train_abs,sum_discrimination_additive_train_pred_abs,sum_discrimination_additive_test_pred_abs,min_supp,clf.tree_,accuracy_relab_1,discrimination_relab_1,discrimination_relab_abs_1,accuracy_relab_test_1,discrimination_relab_test_1,discrimination_relab_test_abs_1,accuracy_relab_2,discrimination_relab_2,discrimination_relab_abs_2,accuracy_relab_test_2,discrimination_relab_test_2,discrimination_relab_test_abs_2,accuracy_relab_3,discrimination_relab_3,discrimination_relab_abs_3,accuracy_relab_test_3,discrimination_relab_test_3,discrimination_relab_test_abs_3,accuracy_relab_0.0,discrimination_relab_0.0,discrimination_relab_abs_0.0,accuracy_relab_test_0.0,discrimination_relab_test_0.0,discrimination_relab_test_abs_0.0,accuracy_relab_0.1,discrimination_relab_0.1,discrimination_relab_abs_0.1,accuracy_relab_test_0.1,discrimination_relab_test_0.1,discrimination_relab_test_abs_0.1,accuracy_relab_0.2,discrimination_relab_0.2,discrimination_relab_abs_0.2,accuracy_relab_test_0.2,discrimination_relab_test_0.2,discrimination_relab_test_abs_0.2,accuracy_relab_0.3,discrimination_relab_0.3,discrimination_relab_abs_0.3,accuracy_relab_test_0.3,discrimination_relab_test_0.3,discrimination_relab_test_abs_0.3
0,1,1,0.75174302789,0.76460823373,0.1972273809,0.0,0.0,0.19722738089569222,0,0,0.23028327762341674,0,0,2,<sklearn.tree._tree.Tree object at 0x7f02dafcdae0>,0.2879,-0.4657119857,0.46571198569528255,0.2958,-0.47433466397,0.47433466397180474,0.2879,-0.4657119857,0.46571198569528255,0.2958,-0.47433466397,0.47433466397180474,0.2879,-0.4657119857,0.46571198569528255,0.2958,-0.47433466397,0.47433466397180474,0.7517,0.0,0.0,0.7646,0.0,0.0,0.7517,0.0,0.0,0.7646,0.0,0.0,0.7517,0.0,0.0,0.7646,0.0,0.0,0.7517,0.0,0.0,0.7646,0.0,0.0
0,2,1,0.78336653386,0.79581673307,0.1972273809,0.08244607437,0.07946551457,0.19722738089569222,0.08244607436924006,0.0794655145661588,0.23038527706608278,0.0842441197931797,0.08482568367344884,2,<sklearn.tree._tree.Tree object at 0x7f02dafcd610>,0.7519,-0.00089902271,0.0008990227119698227,0.7646,-0.00268008455,0.0026800845536450154,0.2879,-0.4657119857,0.4657119856952826,0.2958,-0.47433466397,0.4743346639718047,0.2879,-0.4657119857,0.4657119856952826,0.2958,-0.47433466397,0.4743346639718047,0.7519,-0.00089902271,0.0008990227119698227,0.7646,-0.00268008455,0.0026800845536450154,0.7834,0.08244607437,0.0842441197931797,0.7958,0.07946551457,0.08482568367344884,0.7834,0.08244607437,0.0842441197931797,0.7958,0.07946551457,0.08482568367344884,0.7834,0.08244607437,0.0842441197931797,0.7958,0.07946551457,0.08482568367344884
0,3,1,0.80079681275,0.81640106242,0.1972273809,0.11189855432,0.11514892605,0.19722738089569222,0.11189855432226395,0.11514892605183243,0.23121197973122676,0.11301528855182111,0.11514892605183243,2,<sklearn.tree._tree.Tree object at 0x7f02dafcdb50>,0.7685,0.02927891184,0.0303956460701991,0.7845,0.03291264738,0.03291264737946169,0.7557,-0.00214180045,0.06181635836255016,0.7729,0.00080503292,0.0650202618422458,0.7395,-0.03197907941,0.03197907940712964,0.754,-0.03063558306,0.033579645866120715,0.7557,-0.00214180045,0.06181635836255016,0.7729,0.00080503292,0.0650202618422458,0.7685,0.02927891184,0.0303956460701991,0.7845,0.03291264738,0.03291264737946169,0.8008,0.11189855432,0.11301528855182111,0.8164,0.11514892605,0.11514892605183243,0.8008,0.11189855432,0.11301528855182111,0.8164,0.11514892605,0.11514892605183243
0,4,1,0.8125,0.82503320053,0.1972273809,0.1346989988,0.13325057985,0.19722738089569222,0.1346989987993933,0.13325057984536115,0.23193743433081462,0.13675889914612566,0.13325057984536115,2,<sklearn.tree._tree.Tree object at 0x7f02dafcd990>,0.8125,0.13456844703,0.13688945091896706,0.825,0.13325057985,0.13325057984536115,0.8124,0.1338216721,0.13763622584404772,0.8264,0.13306922074,0.13343193895049502,0.8113,0.12672810865,0.14472978929413474,0.826,0.12561032377,0.1408908359244176,0.7481,-0.02021955803,0.04643642030044377,0.7649,-0.01810467645,0.04647327069055502,0.8,0.09729732471,0.11529900535515859,0.8141,0.09867648155,0.11395699371086926,0.8125,0.1346989988,0.13675889914612566,0.825,0.13325057985,0.13325057984536115,0.8125,0.1346989988,0.13675889914612566,0.825,0.13325057985,0.13325057984536115
0,5,1,0.82146414343,0.82802124834,0.1972273809,0.16918626892,0.17003524412,0.1972273808956922,0.16918626892143665,0.170035244119431,0.23295292049481564,0.17323299819096566,0.1745047385103969,2,<sklearn.tree._tree.Tree object at 0x7f02dafcda00>,0.8214,0.16807639101,0.17212312027753615,0.8277,0.16954456698,0.1740140613759514,0.8206,0.16112061134,0.17907889995009918,0.827,0.16418439788,0.17937423048324144,0.8206,0.1605184765,0.17847676511867017,0.827,0.16418439788,0.17937423048324144,0.7488,-0.0214382917,0.045682037682125594,0.7643,-0.0185500138,0.04593725377982602,0.8054,0.09295906112,0.11091734973890116,0.8147,0.09430572712,0.10949555972457597,0.8215,0.16918626892,0.17323299819096566,0.828,0.17003524412,0.1745047385103969,0.8215,0.16918626892,0.17323299819096566,0.828,0.17003524412,0.1745047385103969
0,6,1,0.82511620186,0.8323373174,0.1972273809,0.1620771144,0.16535517166,0.1972273808956922,0.1620771143963197,0.16535517165639302,0.23449061375018235,0.16690715430289718,0.172950087959166,2,<sklearn.tree._tree.Tree object at 0x7f02dafce020>,0.8248,0.15659281287,0.16142285277789284,0.8303,0.15911238824,0.16670730454022445,0.8245,0.15290045183,0.15773049173781034,0.8293,0.15469629403,0.16229121033021462,0.8237,0.1461985437,0.16443239986937308,0.8287,0.14933612492,0.16765137943750466,0.7628,-0.00778943258,0.10147206985703268,0.7776,-0.01019540436,0.10697063796087884,0.8103,0.09402517132,0.11225902749072825,0.8161,0.0934150524,0.11173030692005892,0.8251,0.1620771144,0.16690715430289718,0.8323,0.16535517166,0.172950087959166,0.8251,0.1620771144,0.16690715430289718,0.8323,0.16535517166,0.172950087959166
0,7,1,0.82843625498,0.8296812749,0.1972273809,0.16776466343,0.16606448727,0.1972273808956922,0.1677646634295462,0.16606448726758324,0.23910444489339222,0.176961894943016,0.17696618458729715,2,<sklearn.tree._tree.Tree object at 0x7f02dafccdc0>,0.8284,0.16567583506,0.17905072330847868,0.8284,0.16133101462,0.18169965723129128,0.8284,0.16402205405,0.18070450432732163,0.828,0.16030432058,0.1827263512764658,0.8284,0.16300656788,0.18171999049132265,0.8284,0.15927762653,0.18375304532164033,0.7593,-0.02012178508,0.09632119192453696,0.7669,-0.02482503884,0.09930116291488414,0.8082,0.07949626176,0.11841665682832263,0.8088,0.07886803707,0.11262904204105567,0.8284,0.16776466343,0.176961894943016,0.8297,0.16606448727,0.17696618458729715,0.8284,0.16776466343,0.176961894943016,0.8297,0.16606448727,0.17696618458729715
0,1,6,0.75464807437,0.75298804781,0.19874835953,0.0,0.0,0.19874835953334896,0,0,0.2252454371021803,0,0,2,<sklearn.tree._tree.Tree object at 0x7f02dafcd220>,0.2889,-0.46134817457,0.46134817456621197,0.2918,-0.49159875008,0.4915987500822576,0.2889,-0.46134817457,0.46134817456621197,0.2918,-0.49159875008,0.4915987500822576,0.2889,-0.46134817457,0.46134817456621197,0.2918,-0.49159875008,0.4915987500822576,0.7546,0.0,0.0,0.753,0.0,0.0,0.7546,0.0,0.0,0.753,0.0,0.0,0.7546,0.0,0.0,0.753,0.0,0.0,0.7546,0.0,0.0,0.753,0.0,0.0
0,2,6,0.78535856574,0.78718459495,0.19874835953,0.08332963196,0.08224670122,0.19874835953334893,0.08332963196072415,0.08224670121821115,0.22524543710218028,0.08332963196072415,0.08224670121821115,2,<sklearn.tree._tree.Tree object at 0x7f02dafcd8b0>,0.7739,0.05210670462,0.1145525592974802,0.7703,0.04934861897,0.11514478346790355,0.7432,-0.03122292734,0.03122292733675605,0.7361,-0.03289808225,0.0328980822496924,0.2889,-0.46134817457,0.4613481745662119,0.2918,-0.49159875008,0.4915987500822576,0.7432,-0.03122292734,0.03122292733675605,0.7361,-0.03289808225,0.0328980822496924,0.7854,0.08332963196,0.08332963196072415,0.7872,0.08224670122,0.08224670121821115,0.7854,0.08332963196,0.08332963196072415,0.7872,0.08224670122,0.08224670121821115,0.7854,0.08332963196,0.08332963196072415,0.7872,0.08224670122,0.08224670121821115
0,3,6,0.80436586985,0.79980079681,0.19874835953,0.11089750747,0.11672512777,0.19874835953334893,0.11089750747005003,0.11672512777357905,0.22559135195294827,0.11217393954733056,0.11789567932869766,2,<sklearn.tree._tree.Tree object at 0x7f02dafcddf0>,0.8037,0.10217128743,0.12090015958853836,0.7975,0.11568917968,0.11893162742560417,0.7723,0.01993966831,0.03866854046627752,0.762,0.03191099022,0.03515343797173527,0.7615,-0.00255703899,0.061165247761825754,0.7473,4.885607e-05,0.06701557212452117,0.7615,-0.00255703899,0.061165247761825754,0.7473,4.885607e-05,0.06701557212452117,0.7723,0.01993966831,0.03866854046627752,0.762,0.03191099022,0.03515343797173527,0.8044,0.11089750747,0.11217393954733056,0.7998,0.11672512777,0.11789567932869766,0.8044,0.11089750747,0.11217393954733056,0.7998,0.11672512777,0.11789567932869766
